ParkName,ParkCode,LocationID,Lat_DD,Lon_DD,PeriodID,SampleYear,Species,CoverClass,MidRange
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_10,41.66,-91.35,HEHOInvPla2009Jul21,2009,ELUM,3,30.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_10,41.66,-91.35,HEHOInvPla2009Jul21,2009,MEOF,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_10,41.66,-91.35,HEHOInvPla2009Jul21,2009,PHAR3,3,30.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_10,41.66,-91.35,HEHOInvPla2009Jul21,2009,POPR,3,30.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_10,41.66,-91.35,HEHOInvPla2009Jul21,2009,LONIC,3,30.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_10,41.66,-91.35,HEHOInvPla2013Jul29,2013,MEOF,3,30.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_10,41.66,-91.35,HEHOInvPla2013Jul29,2013,PASA2,1,0.50
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_10,41.66,-91.35,HEHOInvPla2013Jul29,2013,DACA6,1,0.50
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_10,41.66,-91.35,HEHOInvPla2013Jul29,2013,CASE13,1,0.50
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_10,41.66,-91.35,HEHOInvPla2013Jul29,2013,ROMU,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_10,41.66,-91.35,HEHOInvPla2013Jul29,2013,PHAR3,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_10,41.66,-91.35,HEHOInvPla2013Jul29,2013,POA-H,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_10,41.66,-91.35,HEHOInvPla2013Jul29,2013,RHCA3,1,0.50
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_10,41.66,-91.35,HEHOInvPla2013Jul29,2013,ELAEA,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_10,41.66,-91.35,HEHOInvPla2013Jul29,2013,LONIC,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_10,41.66,-91.35,HEHOInvPla2017Aug21,2017,ELUM,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_10,41.66,-91.35,HEHOInvPla2017Aug21,2017,PASA2,1,0.50
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_10,41.66,-91.35,HEHOInvPla2017Aug21,2017,LOMO2,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_10,41.66,-91.35,HEHOInvPla2017Aug21,2017,MEOF,3,30.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_10,41.66,-91.35,HEHOInvPla2017Aug21,2017,DACA6,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_10,41.66,-91.35,HEHOInvPla2017Aug21,2017,POPR,3,30.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_10,41.66,-91.35,HEHOInvPla2017Aug21,2017,PHAR3,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_10,41.66,-91.35,HEHOInvPla2017Aug21,2017,ROMU,1,0.50
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_10,41.66,-91.35,HEHOInvPla2022Aug11,2022,LOMO2,3,30.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_10,41.66,-91.35,HEHOInvPla2022Aug11,2022,RUCR,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_10,41.66,-91.35,HEHOInvPla2022Aug11,2022,BRIN2,5,300.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_10,41.66,-91.35,HEHOInvPla2022Aug11,2022,ELUM,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_10,41.66,-91.35,HEHOInvPla2022Aug11,2022,MOAL,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_10,41.66,-91.35,HEHOInvPla2022Aug11,2022,MEOF,4,75.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_10,41.66,-91.35,HEHOInvPla2022Aug11,2022,TRPR2,1,0.50
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_10,41.66,-91.35,HEHOInvPla2022Aug11,2022,PORE5,1,0.50
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_10,41.66,-91.35,HEHOInvPla2022Aug11,2022,CASE13,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_10,41.66,-91.35,HEHOInvPla2022Aug11,2022,POA-H,5,300.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_10,41.66,-91.35,HEHOInvPla2022Aug11,2022,PHAR3,3,30.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_10,41.66,-91.35,HEHOInvPla2022Aug11,2022,LOMA6,1,0.50
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_11,41.66,-91.35,HEHOInvPla2006Jul08,2006,ELRE4,1,0.50
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_11,41.66,-91.35,HEHOInvPla2006Jul08,2006,PASA2,3,30.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_11,41.66,-91.35,HEHOInvPla2006Jul08,2006,MOAL,3,30.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_11,41.66,-91.35,HEHOInvPla2006Jul08,2006,BRIN2,4,75.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_11,41.66,-91.35,HEHOInvPla2006Jul08,2006,PHAR3,6,750.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_11,41.66,-91.35,HEHOInvPla2006Jul08,2006,POA-H,3,30.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_11,41.66,-91.35,HEHOInvPla2006Jul08,2006,LONIC,1,0.50
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_11,41.66,-91.35,HEHOInvPla2006Jul08,2006,DAGL,1,0.50
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_11,41.66,-91.35,HEHOInvPla2009Jul21,2009,PASA2,3,30.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_11,41.66,-91.35,HEHOInvPla2009Jul21,2009,MOAL,1,0.50
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_11,41.66,-91.35,HEHOInvPla2009Jul21,2009,BRIN2,5,300.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_11,41.66,-91.35,HEHOInvPla2009Jul21,2009,PHAR3,5,300.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_11,41.66,-91.35,HEHOInvPla2009Jul21,2009,LONIC,3,30.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_11,41.66,-91.35,HEHOInvPla2013Jul29,2013,ELRE4,1,0.50
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_11,41.66,-91.35,HEHOInvPla2013Jul29,2013,MOAL,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_11,41.66,-91.35,HEHOInvPla2013Jul29,2013,CASE13,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_11,41.66,-91.35,HEHOInvPla2013Jul29,2013,PASA2,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_11,41.66,-91.35,HEHOInvPla2013Jul29,2013,BRIN2,5,300.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_11,41.66,-91.35,HEHOInvPla2013Jul29,2013,DACA6,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_11,41.66,-91.35,HEHOInvPla2013Jul29,2013,POA-H,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_11,41.66,-91.35,HEHOInvPla2013Jul29,2013,PHAR3,5,300.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_11,41.66,-91.35,HEHOInvPla2013Jul29,2013,LONIC,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_11,41.66,-91.35,HEHOInvPla2017Aug21,2017,BRIN2,4,75.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_11,41.66,-91.35,HEHOInvPla2017Aug21,2017,LOMA6,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_11,41.66,-91.35,HEHOInvPla2017Aug21,2017,PASA2,1,0.50
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_11,41.66,-91.35,HEHOInvPla2017Aug21,2017,MOAL,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_11,41.66,-91.35,HEHOInvPla2017Aug21,2017,LOMO2,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_11,41.66,-91.35,HEHOInvPla2017Aug21,2017,PHAR3,5,300.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_11,41.66,-91.35,HEHOInvPla2017Aug21,2017,POPR,3,30.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_11,41.66,-91.35,HEHOInvPla2022Aug11,2022,POA-H,1,0.50
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_11,41.66,-91.35,HEHOInvPla2022Aug11,2022,BRIN2,3,30.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_11,41.66,-91.35,HEHOInvPla2022Aug11,2022,MOAL,3,30.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_11,41.66,-91.35,HEHOInvPla2022Aug11,2022,PHAR3,3,30.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_11,41.66,-91.35,HEHOInvPla2022Aug11,2022,LOMO2,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_11,41.66,-91.35,HEHOInvPla2022Aug11,2022,TRPR2,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_11,41.66,-91.35,HEHOInvPla2022Aug11,2022,RUCR,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_11,41.66,-91.35,HEHOInvPla2022Aug11,2022,ECCR,4,75.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_11,41.66,-91.35,HEHOInvPla2022Aug11,2022,TYAN,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_12,41.66,-91.35,HEHOInvPla2006Jul08,2006,BRIN2,1,0.50
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_12,41.66,-91.35,HEHOInvPla2006Jul08,2006,CHAL7,1,0.50
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_12,41.66,-91.35,HEHOInvPla2006Jul08,2006,MOAL,3,30.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_12,41.66,-91.35,HEHOInvPla2006Jul08,2006,MEOF,7,3000.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_12,41.66,-91.35,HEHOInvPla2006Jul08,2006,CASE13,1,0.50
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_12,41.66,-91.35,HEHOInvPla2006Jul08,2006,PASA2,3,30.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_12,41.66,-91.35,HEHOInvPla2006Jul08,2006,PHAR3,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_12,41.66,-91.35,HEHOInvPla2006Jul08,2006,POA-H,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_12,41.66,-91.35,HEHOInvPla2006Jul08,2006,LONIC,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_12,41.66,-91.35,HEHOInvPla2009Jul21,2009,MOAL,3,30.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_12,41.66,-91.35,HEHOInvPla2009Jul21,2009,MEOF,4,75.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_12,41.66,-91.35,HEHOInvPla2009Jul21,2009,PASA2,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_12,41.66,-91.35,HEHOInvPla2009Jul21,2009,BRIN2,4,75.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_12,41.66,-91.35,HEHOInvPla2009Jul21,2009,CASE13,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_12,41.66,-91.35,HEHOInvPla2009Jul21,2009,PHAR3,5,300.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_12,41.66,-91.35,HEHOInvPla2009Jul21,2009,SOAR2,1,0.50
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_12,41.66,-91.35,HEHOInvPla2009Jul21,2009,POPR,3,30.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_12,41.66,-91.35,HEHOInvPla2009Jul21,2009,LONIC,3,30.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_12,41.66,-91.35,HEHOInvPla2013Jul29,2013,CIAR4,1,0.50
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_12,41.66,-91.35,HEHOInvPla2013Jul29,2013,MEOF,4,75.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_12,41.66,-91.35,HEHOInvPla2013Jul29,2013,BRIN2,3,30.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_12,41.66,-91.35,HEHOInvPla2013Jul29,2013,PASA2,3,30.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_12,41.66,-91.35,HEHOInvPla2013Jul29,2013,CIVU,1,0.50
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_12,41.66,-91.35,HEHOInvPla2013Jul29,2013,CASE13,1,0.50
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_12,41.66,-91.35,HEHOInvPla2013Jul29,2013,MOAL,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_12,41.66,-91.35,HEHOInvPla2013Jul29,2013,ROMU,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_12,41.66,-91.35,HEHOInvPla2013Jul29,2013,SCAR7,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_12,41.66,-91.35,HEHOInvPla2013Jul29,2013,POA-H,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_12,41.66,-91.35,HEHOInvPla2013Jul29,2013,PHAR3,4,75.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_12,41.66,-91.35,HEHOInvPla2013Jul29,2013,ELAEA,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_12,41.66,-91.35,HEHOInvPla2013Jul29,2013,DAGL,1,0.50
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_12,41.66,-91.35,HEHOInvPla2017Aug21,2017,BRIN2,3,30.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_12,41.66,-91.35,HEHOInvPla2017Aug21,2017,MOAL,1,0.50
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_12,41.66,-91.35,HEHOInvPla2017Aug21,2017,PASA2,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_12,41.66,-91.35,HEHOInvPla2017Aug21,2017,MEOF,3,30.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_12,41.66,-91.35,HEHOInvPla2017Aug21,2017,ELUM,1,0.50
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_12,41.66,-91.35,HEHOInvPla2017Aug21,2017,PHAR3,6,750.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_12,41.66,-91.35,HEHOInvPla2017Aug21,2017,POPR,3,30.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_12,41.66,-91.35,HEHOInvPla2017Aug21,2017,RUCR,1,0.50
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_12,41.66,-91.35,HEHOInvPla2022Aug11,2022,LOMO2,3,30.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_12,41.66,-91.35,HEHOInvPla2022Aug11,2022,ELUM,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_12,41.66,-91.35,HEHOInvPla2022Aug11,2022,CASE13,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_12,41.66,-91.35,HEHOInvPla2022Aug11,2022,ROMU,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_12,41.66,-91.35,HEHOInvPla2022Aug11,2022,POA-H,4,75.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_12,41.66,-91.35,HEHOInvPla2022Aug11,2022,MEOF,4,75.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_12,41.66,-91.35,HEHOInvPla2022Aug11,2022,PYCA80,1,0.50
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_12,41.66,-91.35,HEHOInvPla2022Aug11,2022,PASA2,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_12,41.66,-91.35,HEHOInvPla2022Aug11,2022,BRIN2,5,300.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_12,41.66,-91.35,HEHOInvPla2022Aug11,2022,DACA6,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_12,41.66,-91.35,HEHOInvPla2022Aug11,2022,MOAL,3,30.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_12,41.66,-91.35,HEHOInvPla2022Aug11,2022,PHAR3,4,75.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_13,41.66,-91.35,HEHOInvPla2006Jul08,2006,BRIN2,4,75.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_13,41.66,-91.35,HEHOInvPla2006Jul08,2006,MEOF,5,300.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_13,41.66,-91.35,HEHOInvPla2006Jul08,2006,PASA2,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_13,41.66,-91.35,HEHOInvPla2006Jul08,2006,MOAL,3,30.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_13,41.66,-91.35,HEHOInvPla2006Jul08,2006,POA-H,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_13,41.66,-91.35,HEHOInvPla2006Jul08,2006,PHAR3,5,300.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_13,41.66,-91.35,HEHOInvPla2006Jul08,2006,DAGL,1,0.50
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_13,41.66,-91.35,HEHOInvPla2006Jul08,2006,LONIC,3,30.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_13,41.66,-91.35,HEHOInvPla2009Jul21,2009,MEOF,3,30.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_13,41.66,-91.35,HEHOInvPla2009Jul21,2009,BRIN2,5,300.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_13,41.66,-91.35,HEHOInvPla2009Jul21,2009,PASA2,1,0.50
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_13,41.66,-91.35,HEHOInvPla2009Jul21,2009,CASE13,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_13,41.66,-91.35,HEHOInvPla2009Jul21,2009,POPR,3,30.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_13,41.66,-91.35,HEHOInvPla2009Jul21,2009,PHAR3,5,300.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_13,41.66,-91.35,HEHOInvPla2009Jul21,2009,LONIC,4,75.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_13,41.66,-91.35,HEHOInvPla2013Jul29,2013,MEOF,1,0.50
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_13,41.66,-91.35,HEHOInvPla2013Jul29,2013,PASA2,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_13,41.66,-91.35,HEHOInvPla2013Jul29,2013,DACA6,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_13,41.66,-91.35,HEHOInvPla2013Jul29,2013,CASE13,1,0.50
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_13,41.66,-91.35,HEHOInvPla2013Jul29,2013,BRIN2,3,30.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_13,41.66,-91.35,HEHOInvPla2013Jul29,2013,PHAR3,4,75.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_13,41.66,-91.35,HEHOInvPla2013Jul29,2013,SCAR7,1,0.50
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_13,41.66,-91.35,HEHOInvPla2013Jul29,2013,POA-H,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_13,41.66,-91.35,HEHOInvPla2017Aug21,2017,MOAL,1,0.50
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_13,41.66,-91.35,HEHOInvPla2017Aug21,2017,MEOF,3,30.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_13,41.66,-91.35,HEHOInvPla2017Aug21,2017,ELUM,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_13,41.66,-91.35,HEHOInvPla2017Aug21,2017,BRIN2,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_13,41.66,-91.35,HEHOInvPla2017Aug21,2017,PHAR3,3,30.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_13,41.66,-91.35,HEHOInvPla2017Aug21,2017,POPR,3,30.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_13,41.66,-91.35,HEHOInvPla2022Aug11,2022,ECCR,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_13,41.66,-91.35,HEHOInvPla2022Aug11,2022,BRIN2,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_13,41.66,-91.35,HEHOInvPla2022Aug11,2022,PORE5,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_13,41.66,-91.35,HEHOInvPla2022Aug11,2022,RUCR,1,0.50
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_13,41.66,-91.35,HEHOInvPla2022Aug11,2022,DACA6,1,0.50
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_13,41.66,-91.35,HEHOInvPla2022Aug11,2022,MEOF,3,30.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_13,41.66,-91.35,HEHOInvPla2022Aug11,2022,MOAL,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_13,41.66,-91.35,HEHOInvPla2022Aug11,2022,PHAR3,3,30.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_13,41.66,-91.35,HEHOInvPla2022Aug11,2022,POA-H,5,300.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_13,41.66,-91.35,HEHOInvPla2022Aug11,2022,LOMO2,3,30.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_14,41.66,-91.35,HEHOInvPla2006Jul08,2006,MOAL,3,30.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_14,41.66,-91.35,HEHOInvPla2006Jul08,2006,CASE13,1,0.50
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_14,41.66,-91.35,HEHOInvPla2006Jul08,2006,BRIN2,6,750.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_14,41.66,-91.35,HEHOInvPla2006Jul08,2006,PASA2,3,30.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_14,41.66,-91.35,HEHOInvPla2006Jul08,2006,MEOF,6,750.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_14,41.66,-91.35,HEHOInvPla2006Jul08,2006,POA-H,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_14,41.66,-91.35,HEHOInvPla2006Jul08,2006,LONIC,4,75.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_14,41.66,-91.35,HEHOInvPla2009Jul21,2009,MEOF,4,75.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_14,41.66,-91.35,HEHOInvPla2009Jul21,2009,PASA2,4,75.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_14,41.66,-91.35,HEHOInvPla2009Jul21,2009,MOAL,3,30.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_14,41.66,-91.35,HEHOInvPla2009Jul21,2009,BRIN2,6,750.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_14,41.66,-91.35,HEHOInvPla2009Jul21,2009,CASE13,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_14,41.66,-91.35,HEHOInvPla2009Jul21,2009,DACA6,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_14,41.66,-91.35,HEHOInvPla2009Jul21,2009,POPR,3,30.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_14,41.66,-91.35,HEHOInvPla2009Jul21,2009,LONIC,5,300.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_14,41.66,-91.35,HEHOInvPla2013Jul29,2013,DACA6,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_14,41.66,-91.35,HEHOInvPla2013Jul29,2013,MEOF,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_14,41.66,-91.35,HEHOInvPla2013Jul29,2013,BRIN2,5,300.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_14,41.66,-91.35,HEHOInvPla2013Jul29,2013,PASA2,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_14,41.66,-91.35,HEHOInvPla2013Jul29,2013,CASE13,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_14,41.66,-91.35,HEHOInvPla2013Jul29,2013,RUCR,1,0.50
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_14,41.66,-91.35,HEHOInvPla2013Jul29,2013,PHAR3,3,30.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_14,41.66,-91.35,HEHOInvPla2013Jul29,2013,POA-H,3,30.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_14,41.66,-91.35,HEHOInvPla2013Jul29,2013,SCAR7,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_14,41.66,-91.35,HEHOInvPla2013Jul29,2013,ELAEA,3,30.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_14,41.66,-91.35,HEHOInvPla2013Jul29,2013,LONIC,1,0.50
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_14,41.66,-91.35,HEHOInvPla2013Jul29,2013,PHPR3,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_14,41.66,-91.35,HEHOInvPla2017Aug21,2017,LOMO2,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_14,41.66,-91.35,HEHOInvPla2017Aug21,2017,MOAL,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_14,41.66,-91.35,HEHOInvPla2017Aug21,2017,PASA2,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_14,41.66,-91.35,HEHOInvPla2017Aug21,2017,DACA6,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_14,41.66,-91.35,HEHOInvPla2017Aug21,2017,BRIN2,4,75.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_14,41.66,-91.35,HEHOInvPla2017Aug21,2017,MEOF,2,5.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_14,41.66,-91.35,HEHOInvPla2017Aug21,2017,PHAR3,4,75.00
Herbert Hoover National Historic Site,HEHO,HEHO_InvPla_14,41.66,-91.35,HEHOInvPla2017Aug21,2017,POPR,3,30.00
