ParkName,ParkCode,LocationID,PeriodID,CommonName,ScientificName,CoverClass,MidRange
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_28,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,3,30
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_219,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_46,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,3,30
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_44,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,1,0.5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_30,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_116,CUVAInvPla2007Jun01,dames rocket,Hesperis matronalis,1,0.5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_117,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,3,30
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_110,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_31,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_369,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,3,30
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_310,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,1,0.5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_453,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,1,0.5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_254,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,1,0.5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_47,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_106,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,3,30
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_119,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_407,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_389,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,3,30
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_229,CUVAInvPla2007Jun01,dames rocket,Hesperis matronalis,1,0.5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_304,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,3,30
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_4,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,1,0.5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_33,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,1,0.5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_16,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,1,0.5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_305,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_137,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,3,30
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_121,CUVAInvPla2007Jun01,dames rocket,Hesperis matronalis,1,0.5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_229,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,3,30
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_29,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,4,75
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_40,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_17,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_118,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_431,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,3,30
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_22,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,1,0.5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_187,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_666,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_732,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,4,75
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_813,CUVAInvPla2007Jun01,dames rocket,Hesperis matronalis,1,0.5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_57,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,1,0.5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_812,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,1,0.5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_652,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,1,0.5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_88,CUVAInvPla2007Jun01,dames rocket,Hesperis matronalis,1,0.5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_761,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,4,75
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_797,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,1,0.5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_88,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,3,30
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_814,CUVAInvPla2007Jun01,dames rocket,Hesperis matronalis,3,30
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_693,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_731,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_760,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,3,30
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_51,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,5,300
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_89,CUVAInvPla2007Jun01,dames rocket,Hesperis matronalis,1,0.5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_809,CUVAInvPla2007Jun01,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_78,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,1,0.5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_54,CUVAInvPla2007Jun01,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_60,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_692,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,3,30
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_54,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,1,0.5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_789,CUVAInvPla2007Jun01,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_815,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,1,0.5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_721,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,3,30
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_722,CUVAInvPla2007Jun01,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_817,CUVAInvPla2007Jun01,dames rocket,Hesperis matronalis,3,30
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_722,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,3,30
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_723,CUVAInvPla2007Jun01,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_723,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,3,30
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_620,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_816,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_50,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,1,0.5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_816,CUVAInvPla2007Jun01,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_619,CUVAInvPla2007Jun01,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_732,CUVAInvPla2007Jun01,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_795,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_661,CUVAInvPla2007Jun01,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_790,CUVAInvPla2007Jun01,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_776,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_618,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,4,75
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_618,CUVAInvPla2007Jun01,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_617,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,4,75
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_7,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,1,0.5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_616,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,3,30
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_616,CUVAInvPla2007Jun01,dames rocket,Hesperis matronalis,1,0.5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_764,CUVAInvPla2007Jun01,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_815,CUVAInvPla2007Jun01,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_73,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_730,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,1,0.5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_649,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,3,30
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_523,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,3,30
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_782,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_524,CUVAInvPla2007Jun01,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_746,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,1,0.5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_67,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,1,0.5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_683,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,1,0.5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_670,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_682,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_80,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,3,30
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_754,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_802,CUVAInvPla2007Jun01,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_671,CUVAInvPla2007Jun01,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_89,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,3,30
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_671,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,3,30
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_667,CUVAInvPla2007Jun01,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_748,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_681,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,3,30
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_786,CUVAInvPla2007Jun01,dames rocket,Hesperis matronalis,1,0.5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_681,CUVAInvPla2007Jun01,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_754,CUVAInvPla2007Jun01,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_801,CUVAInvPla2007Jun01,dames rocket,Hesperis matronalis,3,30
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_673,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_58,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,3,30
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_68,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,3,30
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_785,CUVAInvPla2007Jun01,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_677,CUVAInvPla2007Jun01,dames rocket,Hesperis matronalis,1,0.5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_52,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,4,75
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_69,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,1,0.5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_660,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,3,30
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_550,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,1,0.5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_759,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,1,0.5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_799,CUVAInvPla2007Jun01,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_513,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_808,CUVAInvPla2007Jun01,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_662,CUVAInvPla2007Jun01,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_662,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_690,CUVAInvPla2007Jun01,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_514,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_478,CUVAInvPla2007Jun01,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_745,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_758,CUVAInvPla2007Jun01,dames rocket,Hesperis matronalis,1,0.5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_756,CUVAInvPla2007Jun01,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_799,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,1,0.5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_807,CUVAInvPla2007Jun01,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_477,CUVAInvPla2007Jun01,dames rocket,Hesperis matronalis,1,0.5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_757,CUVAInvPla2007Jun01,dames rocket,Hesperis matronalis,1,0.5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_592,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,3,30
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_524,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_591,CUVAInvPla2007Jun01,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_756,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,1,0.5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_59,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,4,75
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_782,CUVAInvPla2007Jun01,dames rocket,Hesperis matronalis,1,0.5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_8,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,3,30
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_49,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_807,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_492,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_639,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,3,30
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_72,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_791,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,3,30
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_71,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,1,0.5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_630,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_822,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,1,0.5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_629,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,3,30
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_71,CUVAInvPla2007Jun01,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_793,CUVAInvPla2007Jun01,dames rocket,Hesperis matronalis,1,0.5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_63,CUVAInvPla2007Jun01,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_774,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,1,0.5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_821,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_490,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,1,0.5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_774,CUVAInvPla2007Jun01,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_712,CUVAInvPla2007Jun01,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_818,CUVAInvPla2007Jun01,dames rocket,Hesperis matronalis,3,30
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_712,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_773,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_625,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,3,30
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_821,CUVAInvPla2007Jun01,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_82,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,3,30
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_491,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_775,CUVAInvPla2007Jun01,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_628,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,3,30
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_64,CUVAInvPla2007Jun01,dames rocket,Hesperis matronalis,1,0.5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_817,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,3,30
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_793,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_819,CUVAInvPla2007Jun01,dames rocket,Hesperis matronalis,3,30
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_818,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,3,30
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_822,CUVAInvPla2007Jun01,dames rocket,Hesperis matronalis,3,30
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_819,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,4,75
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_791,CUVAInvPla2007Jun01,dames rocket,Hesperis matronalis,3,30
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_391,CUVAInvPla2007Jun01,common velvetgrass,Holcus lanatus,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_428,CUVAInvPla2007Jun01,common velvetgrass,Holcus lanatus,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_325,CUVAInvPla2016May18,common velvetgrass,Holcus lanatus,3,30
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_100,CUVAInvPla2016May18,common velvetgrass,Holcus lanatus,3,30
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_367,CUVAInvPla2007Jun01,common velvetgrass,Holcus lanatus,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_425,CUVAInvPla2007Jun01,common velvetgrass,Holcus lanatus,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_391,CUVAInvPla2016May18,common velvetgrass,Holcus lanatus,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_251,CUVAInvPla2007Jun01,common velvetgrass,Holcus lanatus,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_252,CUVAInvPla2016May18,common velvetgrass,Holcus lanatus,5,300
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_103,CUVAInvPla2007Jun01,common velvetgrass,Holcus lanatus,1,0.5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_268,CUVAInvPla2007Jun01,common velvetgrass,Holcus lanatus,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_35,CUVAInvPla2007Jun01,common velvetgrass,Holcus lanatus,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_429,CUVAInvPla2007Jun01,common velvetgrass,Holcus lanatus,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_450,CUVAInvPla2016May18,common velvetgrass,Holcus lanatus,3,30
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_416,CUVAInvPla2007Jun01,common velvetgrass,Holcus lanatus,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_266,CUVAInvPla2016May18,common velvetgrass,Holcus lanatus,1,0.5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_298,CUVAInvPla2016May18,common velvetgrass,Holcus lanatus,1,0.5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_365,CUVAInvPla2007Jun01,common velvetgrass,Holcus lanatus,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_396,CUVAInvPla2007Jun01,common velvetgrass,Holcus lanatus,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_34,CUVAInvPla2007Jun01,common velvetgrass,Holcus lanatus,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_435,CUVAInvPla2007Jun01,common velvetgrass,Holcus lanatus,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_355,CUVAInvPla2016May18,common velvetgrass,Holcus lanatus,3,30
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_190,CUVAInvPla2007Jun01,common velvetgrass,Holcus lanatus,1,0.5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_439,CUVAInvPla2016May18,common velvetgrass,Holcus lanatus,3,30
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_28,CUVAInvPla2007Jun01,common velvetgrass,Holcus lanatus,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_396,CUVAInvPla2016May18,common velvetgrass,Holcus lanatus,3,30
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_166,CUVAInvPla2016May18,common velvetgrass,Holcus lanatus,1,0.5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_415,CUVAInvPla2007Jun01,common velvetgrass,Holcus lanatus,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_338,CUVAInvPla2007Jun01,common velvetgrass,Holcus lanatus,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_193,CUVAInvPla2007Jun01,common velvetgrass,Holcus lanatus,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_286,CUVAInvPla2007Jun01,common velvetgrass,Holcus lanatus,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_124,CUVAInvPla2016May18,common velvetgrass,Holcus lanatus,3,30
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_337,CUVAInvPla2007Jun01,common velvetgrass,Holcus lanatus,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_469,CUVAInvPla2007Jun01,common velvetgrass,Holcus lanatus,3,30
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_266,CUVAInvPla2007Jun01,common velvetgrass,Holcus lanatus,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_331,CUVAInvPla2016May18,common velvetgrass,Holcus lanatus,1,0.5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_268,CUVAInvPla2016May18,common velvetgrass,Holcus lanatus,3,30
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_358,CUVAInvPla2016May18,common velvetgrass,Holcus lanatus,3,30
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_315,CUVAInvPla2007Jun01,common velvetgrass,Holcus lanatus,2,5
Cuyahoga Valley National Park,CUVA,CUVA_InvPla_425,CUVAInvPla2016May18,common velvetgrass,Holcus lanatus,2,5
